scientific_name,license,author,image_url,wikimedia_page
Monstera deliciosa,PD,Wouter Hagens,https://upload.wikimedia.org/wikipedia/commons/6/6d/Monstera_deliciosa_A.jpg,https://commons.wikimedia.org/wiki/File:Monstera_deliciosa_A.jpg
