scientific_name,license,author,image_url,wikimedia_page
Serissa japonica,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/5/56/Serissa.jpg,https://commons.wikimedia.org/wiki/File%3ASerissa.jpg
Shepherdia argentea,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/9/95/Shepherdia_argentea_USDA.jpg,https://commons.wikimedia.org/wiki/File%3AShepherdia%20argentea%20USDA.jpg
Sidalcea malviflora,CC0,ALAN SCHMIERER,https://upload.wikimedia.org/wikipedia/commons/3/3f/CHECKERBLOOM_%28sialceamalviflora%29_%285-26-08%29_canet_-2_%282525685703%29.jpg,https://commons.wikimedia.org/wiki/File%3ACHECKERBLOOM%20%28sialceamalviflora%29%20%285-26-08%29%20canet%20-2%20%282525685703%29.jpg
Silene acaulis,CC0,Siobhan Leachman,https://upload.wikimedia.org/wikipedia/commons/2/20/Moss_Campion_imported_from_iNaturalist_photo_304919744_on_1_January_2024.jpg,https://commons.wikimedia.org/wiki/File%3AMoss%20Campion%20imported%20from%20iNaturalist%20photo%20304919744%20on%201%20January%202024.jpg
Silene armeria,PD,Johann Georg Sturm (Painter: Jacob Sturm),https://upload.wikimedia.org/wikipedia/commons/1/1a/Silene_armeria_Sturm21.jpg,https://commons.wikimedia.org/wiki/File%3ASilene%20armeria%20Sturm21.jpg
Silene chalcedonica,PD,Wouterhagens,https://upload.wikimedia.org/wikipedia/commons/4/4b/Lychnis_chalcedonica_B.jpg,https://commons.wikimedia.org/wiki/File%3ALychnis%20chalcedonica%20B.jpg
Silene coronoria,,,,
Silene flos-cuculi,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/5/56/%D0%9A%D1%83%D0%BA%D1%83%D1%88%D0%BA%D0%B8%D0%BD_%D1%86%D0%B2%D0%B5%D1%82_%D0%BE%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9._%D0%A7%D1%82%D0%B5%D1%86.jpg,https://commons.wikimedia.org/wiki/File%3A%D0%9A%D1%83%D0%BA%D1%83%D1%88%D0%BA%D0%B8%D0%BD%20%D1%86%D0%B2%D0%B5%D1%82%20%D0%BE%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9.%20%D0%A7%D1%82%D0%B5%D1%86.jpg
Simmondsia chinensis,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/9/93/Simmondsia_chinensis.jpg,https://commons.wikimedia.org/wiki/File%3ASimmondsia%20chinensis.jpg
Sinningia leucotricha,,,,
Sinningia Pusilla,,,,
Sinningia speciosa 'Empress',,,,
Sinocrassula indica,,,,
Sinocrassula yunnanensis,PD,Tangopaso,https://upload.wikimedia.org/wikipedia/commons/e/e1/Sinocrassula_yunnanensis.jpg,https://commons.wikimedia.org/wiki/File%3ASinocrassula%20yunnanensis.jpg
Sisyrinchium spp.,PD,NPS Photo,https://upload.wikimedia.org/wikipedia/commons/a/a0/Blue-Eyed_Grass_%28Sisyrinchium_spp.%29_%285504dd65-155d-451f-67aa-bf6b4503b126%29.jpg,https://commons.wikimedia.org/wiki/File%3ABlue-Eyed%20Grass%20%28Sisyrinchium%20spp.%29%20%285504dd65-155d-451f-67aa-bf6b4503b126%29.jpg
Skimmia reevesiana,,,,
Solanum aethiopicum,PD,Hans_B.~commonswikiaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/9/98/Solanum_aethiopicum.jpg,https://commons.wikimedia.org/wiki/File%3ASolanum%20aethiopicum.jpg
Solanum betaceum,CC0,Muagoaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/2/2c/Tomate_de_palo.jpg,https://commons.wikimedia.org/wiki/File%3ATomate%20de%20palo.jpg
Solanum laxum,PD,RoyFocker,https://upload.wikimedia.org/wikipedia/commons/e/e1/Solanum_2.JPG,https://commons.wikimedia.org/wiki/File%3ASolanum%202.JPG
Solanum mammosum,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/7/71/Drawing%2C_album_%28BM_SL%2C5275.27%29.jpg,https://commons.wikimedia.org/wiki/File%3ADrawing%2C%20album%20%28BM%20SL%2C5275.27%29.jpg
Solanum melongena,PD,Steve Hurst @ USDA-NRCS PLANTS Database,https://upload.wikimedia.org/wikipedia/commons/3/31/Solanum_melongena_seeds.jpg,https://commons.wikimedia.org/wiki/File%3ASolanum%20melongena%20seeds.jpg
Solanum muricatum,CC0,Fumikas_Sagisavas,https://upload.wikimedia.org/wikipedia/commons/7/79/Ginseng_fruits_%2820240212%29.jpg,https://commons.wikimedia.org/wiki/File%3AGinseng%20fruits%20%2820240212%29.jpg
Solanum nigrum,PD,Giuseppe Frizzi,https://upload.wikimedia.org/wikipedia/commons/a/a1/Dettaglio_-_Solanaceae_Solanum_nigrum_Lin._Erbario_Frizzi_Perugia_n._734.jpg,https://commons.wikimedia.org/wiki/File%3ADettaglio%20-%20Solanaceae%20Solanum%20nigrum%20Lin.%20Erbario%20Frizzi%20Perugia%20n.%20734.jpg
Solanum pseudocapsicum 'Thurino Light',,,,
Solanum pseudocapsicum,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/1/1f/Solanum_pseudocapsicum_-_Val_Rahmeh_-_DSC04444.JPG,https://commons.wikimedia.org/wiki/File%3ASolanum%20pseudocapsicum%20-%20Val%20Rahmeh%20-%20DSC04444.JPG
Solanum tuberosum,PD,Amédée Masclef,https://upload.wikimedia.org/wikipedia/commons/a/a3/234_Solanum_tuberosum_L.jpg,https://commons.wikimedia.org/wiki/File%3A234%20Solanum%20tuberosum%20L.jpg
Soleirolia soleirolii,PD,Charles Gaudichaud-Beaupré,https://upload.wikimedia.org/wikipedia/commons/b/b4/Australina_pusilla%2C_Soleirolia_corsica.jpg,https://commons.wikimedia.org/wiki/File%3AAustralina%20pusilla%2C%20Soleirolia%20corsica.jpg
Solidago canadensis,PD,George_Chernilevsky,https://upload.wikimedia.org/wikipedia/commons/d/d3/Solidago_canadensis_2014_G01.jpg,https://commons.wikimedia.org/wiki/File%3ASolidago%20canadensis%202014%20G01.jpg
Solidago rugosa,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/d/dd/Solidago_rugosa01.jpg,https://commons.wikimedia.org/wiki/File%3ASolidago%20rugosa01.jpg
Solidago virgaurea,CC0,Алексей Ябс,https://upload.wikimedia.org/wikipedia/commons/a/a1/Solidago_virgaurea_ssp._taurica.jpg,https://commons.wikimedia.org/wiki/File%3ASolidago%20virgaurea%20ssp.%20taurica.jpg
Sophora japonica,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/3/3a/Styphnolobium_japonicum%2C_Arnold_Arboretum_-_IMG_6050.JPG,https://commons.wikimedia.org/wiki/File%3AStyphnolobium%20japonicum%2C%20Arnold%20Arboretum%20-%20IMG%206050.JPG
Sophora microphylla,PD,Karora,https://upload.wikimedia.org/wikipedia/commons/3/31/Kowhai_in_full_bloom_at_Papakowhai_School.jpg,https://commons.wikimedia.org/wiki/File%3AKowhai%20in%20full%20bloom%20at%20Papakowhai%20School.jpg
Sophora prostrata,PD,New Zealand Institute,https://upload.wikimedia.org/wikipedia/commons/3/36/Trans_NZ_Inst_Vol_16_Plate_36.jpg,https://commons.wikimedia.org/wiki/File%3ATrans%20NZ%20Inst%20Vol%2016%20Plate%2036.jpg
Sophora secundiflora,PD,U.S. Geological Survey,https://upload.wikimedia.org/wikipedia/commons/c/cf/Calia_secundiflora_range_map.png,https://commons.wikimedia.org/wiki/File%3ACalia%20secundiflora%20range%20map.png
Sorbaria sorbifolia,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/1/19/20190618Sorbaria_sorbifolia5.jpg,https://commons.wikimedia.org/wiki/File%3A20190618Sorbaria%20sorbifolia5.jpg
Sorbus alnifolia,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/a/ae/Lasdon_Arboretum_-_Sorbus_alnifolia_-_IMG_1481.jpg,https://commons.wikimedia.org/wiki/File%3ALasdon%20Arboretum%20-%20Sorbus%20alnifolia%20-%20IMG%201481.jpg
Sorbus americana,PD,MORA,https://upload.wikimedia.org/wikipedia/commons/a/a2/Mount_Ash_berries_in_mid_August_2015._%289244c97117204ab4a36a351c5ab36af2%29.JPG,https://commons.wikimedia.org/wiki/File%3AMount%20Ash%20berries%20in%20mid%20August%202015.%20%289244c97117204ab4a36a351c5ab36af2%29.JPG
Sorbus aucuparia,PD,Giallopolenta,https://upload.wikimedia.org/wikipedia/commons/0/02/Sorbus-aucuparia.JPG,https://commons.wikimedia.org/wiki/File%3ASorbus-aucuparia.JPG
Sorbus domestica,CC0,Rainer_Lippert,https://upload.wikimedia.org/wikipedia/commons/b/ba/Speierling_Castell%2C_2.jpg,https://commons.wikimedia.org/wiki/File%3ASpeierling%20Castell%2C%202.jpg
Sorbus spp.,,,,
Sorghastrum nutans,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/b/b2/Sorghastrum_nutans_EPA-2.jpg,https://commons.wikimedia.org/wiki/File%3ASorghastrum%20nutans%20EPA-2.jpg
Sorghum bicolor,PD,"Larry Rana, USDA",https://upload.wikimedia.org/wikipedia/commons/d/df/Sorghum.jpg,https://commons.wikimedia.org/wiki/File%3ASorghum.jpg
Spathiphyllum kochii,,,,
Spathiphyllum spp.,,,,
Spathodea campanulata,CC0,Mamed077action=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/7/73/Spatodeya_Spathodea_campanulata_Ethiopea_01.jpg,https://commons.wikimedia.org/wiki/File%3ASpatodeya%20Spathodea%20campanulata%20Ethiopea%2001.jpg
Sphagneticola trilobata,CC0,Wiki_Farazi,https://upload.wikimedia.org/wikipedia/commons/4/4b/Sphagneticola_trilobata_at_Elmina_West_in_Seksyen_U15%2C_Shah_Alam_20231126_102609.jpg,https://commons.wikimedia.org/wiki/File%3ASphagneticola%20trilobata%20at%20Elmina%20West%20in%20Seksyen%20U15%2C%20Shah%20Alam%2020231126%20102609.jpg
Spinacia oleracea,CC0,Victor_Knoxaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/a/a6/Spen%C3%B3t.png,https://commons.wikimedia.org/wiki/File%3ASpen%C3%B3t.png
Spiraea billardii 'Triumphans',,,,
Spiraea cantoniensis,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/8/83/Spiraea_cantoniensis_-_Kunming_Botanical_Garden_-_DSC03203.JPG,https://commons.wikimedia.org/wiki/File%3ASpiraea%20cantoniensis%20-%20Kunming%20Botanical%20Garden%20-%20DSC03203.JPG
Spiraea fritschiana,,,,
Spiraea japonica,PD,"I.S%C3%A1%C4%8Dek,_senior",https://upload.wikimedia.org/wikipedia/commons/9/99/Spiraea_bumalda5.jpg,https://commons.wikimedia.org/wiki/File%3ASpiraea%20bumalda5.jpg
Spiraea nipponica,,,,
Spiraea prunifolia,,,,
Spiraea thunbergii,PD,Wouterhagens,https://upload.wikimedia.org/wikipedia/commons/9/9c/Spiraea_thunbergii_E.jpg,https://commons.wikimedia.org/wiki/File%3ASpiraea%20thunbergii%20E.jpg
Spiraea × media 'Snow Storm',,,,
Spiraea × vanhouttei,CC0,Ed35m%C3%BCaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/9/9b/Spiraea_%C3%97_vanhouttei.jpg,https://commons.wikimedia.org/wiki/File%3ASpiraea%20%C3%97%20vanhouttei.jpg
Sprekelia formosissima,PD,William Curtis,https://upload.wikimedia.org/wikipedia/commons/c/cb/The_Botanical_Magazine%2C_Plate_47_%28Volume_2%2C_1788%29.png,https://commons.wikimedia.org/wiki/File%3AThe%20Botanical%20Magazine%2C%20Plate%2047%20%28Volume%202%2C%201788%29.png
Stachys affinis,PD,Adolphe Millot,https://upload.wikimedia.org/wikipedia/commons/b/b7/Adolphe_Millot_crosnes.jpg,https://commons.wikimedia.org/wiki/File%3AAdolphe%20Millot%20crosnes.jpg
Stachys byzantina,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/0/05/Stachys_byzantina%2C_2022-06-08%2C_Beechview%2C_01.jpg,https://commons.wikimedia.org/wiki/File%3AStachys%20byzantina%2C%202022-06-08%2C%20Beechview%2C%2001.jpg
Stachys densiflora,,,,
Stachys officinalis,CC0,Cultureel_Gelderlandaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/c/c7/Een_close-up_van_het_Betonico-Brachypodietum_%28associatie_van_betonie_en_gevinde_kortsteel%29.jpg,https://commons.wikimedia.org/wiki/File%3AEen%20close-up%20van%20het%20Betonico-Brachypodietum%20%28associatie%20van%20betonie%20en%20gevinde%20kortsteel%29.jpg
Stapelia gigantea,PD,M. Smith,https://upload.wikimedia.org/wikipedia/commons/8/8d/Stapelia_gigantea_illustration.jpg,https://commons.wikimedia.org/wiki/File%3AStapelia%20gigantea%20illustration.jpg
Stenocereus thurberi,PD,Ciar,https://upload.wikimedia.org/wikipedia/commons/d/db/Arizona2.jpg,https://commons.wikimedia.org/wiki/File%3AArizona2.jpg
Stenotaphrum helferi,,,,
Stenotaphrum secundatum 'Variegatum',,,,
Stephanandra incisa,PD,Masebrock,https://upload.wikimedia.org/wikipedia/commons/0/07/Neillia_incisa.jpg,https://commons.wikimedia.org/wiki/File%3ANeillia%20incisa.jpg
Stephanotis floribunda,PD,Sir William Jackson Hooker (1785-1865),https://upload.wikimedia.org/wikipedia/commons/9/9d/Stephanotis_floribunda.jpg,https://commons.wikimedia.org/wiki/File%3AStephanotis%20floribunda.jpg
Stetsonia coryne,PD,Davepape,https://upload.wikimedia.org/wikipedia/commons/6/6b/Stetsonia_coryne_-_Desert_Botanical_Garden.jpg,https://commons.wikimedia.org/wiki/File%3AStetsonia%20coryne%20-%20Desert%20Botanical%20Garden.jpg
Stevia rebaudiana 'Bertoni',,,,
Stewartia pseudocamellia,,,,
Stewartia pteropetiolata 'koreana',,,,
Stewartia pteropetiolata,,,,
Stewartia sinensis,PD,M.S.,https://upload.wikimedia.org/wikipedia/commons/4/45/Stewartia_sinensis_144-8778.jpg,https://commons.wikimedia.org/wiki/File%3AStewartia%20sinensis%20144-8778.jpg
Stipa arundinacea,,,,
Stipa capillata,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/f/f9/Stipa_capillata_-_Berlin_Botanical_Garden_-_IMG_8582.JPG,https://commons.wikimedia.org/wiki/File%3AStipa%20capillata%20-%20Berlin%20Botanical%20Garden%20-%20IMG%208582.JPG
Stipa gigantea,PD,Javier_martin,https://upload.wikimedia.org/wikipedia/commons/7/7e/Stipa_gigantea_Habitat_AltosdeNiefla_2011-5-14_SierraMadrona.jpg,https://commons.wikimedia.org/wiki/File%3AStipa%20gigantea%20Habitat%20AltosdeNiefla%202011-5-14%20SierraMadrona.jpg
Stipa lessingiana,,,,
Stipa tenuissima,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/c/c8/Nassella_tenuissima_-_Zilker_Botanical_Garden_-_Austin%2C_Texas_-_DSC08784.jpg,https://commons.wikimedia.org/wiki/File%3ANassella%20tenuissima%20-%20Zilker%20Botanical%20Garden%20-%20Austin%2C%20Texas%20-%20DSC08784.jpg
Stokesia laevis,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/3/35/Stokesialaevis2.jpg,https://commons.wikimedia.org/wiki/File%3AStokesialaevis2.jpg
Strelitzia alba,PD,Walter Hood Fitch (1817–1892),https://upload.wikimedia.org/wikipedia/commons/2/29/Strelitzia_alba00.jpg,https://commons.wikimedia.org/wiki/File%3AStrelitzia%20alba00.jpg
Strelitzia reginae,PD,"Scott Bauer, USDA",https://upload.wikimedia.org/wikipedia/commons/1/1c/Strelitzia_larger.jpg,https://commons.wikimedia.org/wiki/File%3AStrelitzia%20larger.jpg
Streptocarpus 'Concord Blue',PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/1/18/Streptocarpusconcordblue.jpg,https://commons.wikimedia.org/wiki/File%3AStreptocarpusconcordblue.jpg
Streptocarpus spp.,,,,
Streptocarpus × 'Mighty Mouse',,,,
Strobilanthes dyeriana,CC0,David_E_Meadaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/f/fa/Persian_shield_%28Strobilanthes_dyeriana%29_Maligano_Buton_Island_1.jpg,https://commons.wikimedia.org/wiki/File%3APersian%20shield%20%28Strobilanthes%20dyeriana%29%20Maligano%20Buton%20Island%201.jpg
Strobilanthes wallichii,PD,"Curtis, Charles M.; Drake, S. A.; Gorachaud.; Treuttel and Würtz.; Vishnupersaud.; Wallich, N.",https://upload.wikimedia.org/wikipedia/commons/8/89/Plantae_Asiaticae_rariores%2C_or%2C_Descriptions_and_figures_of_a_select_number_of_unpublished_East_Indian_plants_%28Tab._31%29_BHL449501.jpg,https://commons.wikimedia.org/wiki/File%3APlantae%20Asiaticae%20rariores%2C%20or%2C%20Descriptions%20and%20figures%20of%20a%20select%20number%20of%20unpublished%20East%20Indian%20plants%20%28Tab.%2031%29%20BHL449501.jpg
Stromanthe sanguinea,CC0,Hardyplantsaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/f/fc/Stromanthe_sanguinea_%27Triostar%27.jpg,https://commons.wikimedia.org/wiki/File%3AStromanthe%20sanguinea%20%27Triostar%27.jpg
Styrax japonicus,,,,
Styrax obassia,PD,Chhe,https://upload.wikimedia.org/wikipedia/commons/2/26/StyraxObassia.jpg,https://commons.wikimedia.org/wiki/File%3AStyraxObassia.jpg
Styrax officinalis,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/b/bb/Styraxofficinalis.jpg,https://commons.wikimedia.org/wiki/File%3AStyraxofficinalis.jpg
Styrax spp.,,,,
Succulent plant 'Synutra',,,,
Sutera cordata,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/2/21/Suteracordatasnowflk.jpg,https://commons.wikimedia.org/wiki/File%3ASuteracordatasnowflk.jpg
Swida alba,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/1/13/20140307Cornus_alba1.jpg,https://commons.wikimedia.org/wiki/File%3A20140307Cornus%20alba1.jpg
Swida macrophylla,PD,Qwert1234,https://upload.wikimedia.org/wikipedia/commons/6/64/Swida_macrophylla_1.JPG,https://commons.wikimedia.org/wiki/File%3ASwida%20macrophylla%201.JPG
Syagrus romanzoffiana,PD,"Bentham-Moxon Trust.; Curtis, William; Curtis's botanical magazine dedications, 1827-1927 : portraits and biographical notes.; Royal Botanic Gardens, Kew.; Stanley Smith Horticultural Trust.",https://upload.wikimedia.org/wikipedia/commons/7/7d/Curtis%27s_botanical_magazine_%28Tab._5180%29_%289444640862%29.jpg,https://commons.wikimedia.org/wiki/File%3ACurtis%27s%20botanical%20magazine%20%28Tab.%205180%29%20%289444640862%29.jpg
Symphoricarpos albus,PD,Adriaan van 't Hoff (1893-1939),https://upload.wikimedia.org/wikipedia/commons/4/4a/Adriaan_van_%27t_Hoff_A_flower_still_life.jpg,https://commons.wikimedia.org/wiki/File%3AAdriaan%20van%20%27t%20Hoff%20A%20flower%20still%20life.jpg
Symphoricarpos officinale,,,,
Symphoricarpos orbiculatus,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/c/ca/20150320Symphoricarpos_orbiculatus02.jpg,https://commons.wikimedia.org/wiki/File%3A20150320Symphoricarpos%20orbiculatus02.jpg
Symphoricarpos × doorenbosii,,,,
Symplocos paniculata,,,,
Syngonium podophyllum 'Golden',,,,
Syngonium podophyllum 'Pixie',,,,
Syngonium podophyllum,CC0,Obsidian_Soul,https://upload.wikimedia.org/wikipedia/commons/d/da/Syngonium_podophyllum_%28Philippines%29_01.jpg,https://commons.wikimedia.org/wiki/File%3ASyngonium%20podophyllum%20%28Philippines%29%2001.jpg
Synsepalum dulcificum,PD,Hamale Lyman,https://upload.wikimedia.org/wikipedia/commons/f/f0/MiracleBerry.jpg,https://commons.wikimedia.org/wiki/File%3AMiracleBerry.jpg
Syringa meyeri,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/b/b4/Syringa_meyeri_-_Botanischer_Garten_M%C3%BCnchen-Nymphenburg_-_DSC07604.JPG,https://commons.wikimedia.org/wiki/File%3ASyringa%20meyeri%20-%20Botanischer%20Garten%20M%C3%BCnchen-Nymphenburg%20-%20DSC07604.JPG
Syringa patula 'Miss Kim',,,,
Syringa persica,PD,Hans Simon Holtzbecker,https://upload.wikimedia.org/wikipedia/commons/c/c3/Hans_Simon_Holtzbecker%2C_Syringa_%C3%97laciniata_fliget_syren_%2C_%2C_KKSgb2948-45%2C_Statens_Museum_for_Kunst.jpg,https://commons.wikimedia.org/wiki/File%3AHans%20Simon%20Holtzbecker%2C%20Syringa%20%C3%97laciniata%20fliget%20syren%20%2C%20%2C%20KKSgb2948-45%2C%20Statens%20Museum%20for%20Kunst.jpg
Syringa pubescens,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/b/b4/Syringa_meyeri_-_Botanischer_Garten_M%C3%BCnchen-Nymphenburg_-_DSC07604.JPG,https://commons.wikimedia.org/wiki/File%3ASyringa%20meyeri%20-%20Botanischer%20Garten%20M%C3%BCnchen-Nymphenburg%20-%20DSC07604.JPG
Syringa reticulata,PD,"Herman, D. E., et al. (1996). North Dakota tree handbook.",https://upload.wikimedia.org/wikipedia/commons/2/2f/Syringa_reticulata_USDA1.jpg,https://commons.wikimedia.org/wiki/File%3ASyringa%20reticulata%20USDA1.jpg
Syringa spp.,,,,
Syringa villosa,PD,M.S.,https://upload.wikimedia.org/wikipedia/commons/5/5a/Syringa_bretschneideri_136-8292.jpg,https://commons.wikimedia.org/wiki/File%3ASyringa%20bretschneideri%20136-8292.jpg
Syringa vulgaris,CC0,Jkivve,https://upload.wikimedia.org/wikipedia/commons/0/06/Syringa_vulgaris_%D0%88%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%B0%D0%BD.jpg,https://commons.wikimedia.org/wiki/File%3ASyringa%20vulgaris%20%D0%88%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%B0%D0%BD.jpg
Syzygium buxifolium,,,,
Syzygium paniculatum,PD,Poyt448,https://upload.wikimedia.org/wikipedia/commons/e/e6/Syzygium_paniculatum_88_cm_trunk_diameter.JPG,https://commons.wikimedia.org/wiki/File%3ASyzygium%20paniculatum%2088%20cm%20trunk%20diameter.JPG
Tabebuia chrysantha,PD,Fev,https://upload.wikimedia.org/wikipedia/commons/7/74/Araguaney.jpg,https://commons.wikimedia.org/wiki/File%3AAraguaney.jpg
Tabebuia chrysotricha,CC0,M.Aurelius,https://upload.wikimedia.org/wikipedia/commons/c/cd/Golden_Trumpet_Tree.jpg,https://commons.wikimedia.org/wiki/File%3AGolden%20Trumpet%20Tree.jpg
Tabebuia heterophylla,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/f/f5/Tabebuia_heterophylla_-_San_Juan_Botanical_Garden_-_DSC07055.JPG,https://commons.wikimedia.org/wiki/File%3ATabebuia%20heterophylla%20-%20San%20Juan%20Botanical%20Garden%20-%20DSC07055.JPG
Tabebuia pentaphylla,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/f/f5/Tabebuia_heterophylla_-_San_Juan_Botanical_Garden_-_DSC07055.JPG,https://commons.wikimedia.org/wiki/File%3ATabebuia%20heterophylla%20-%20San%20Juan%20Botanical%20Garden%20-%20DSC07055.JPG
Tabebuia rosea,CC0,Rub%C3%BD%C3%B1,https://upload.wikimedia.org/wikipedia/commons/f/f6/Tabebuia_rosea_%28debajo%29_en_la_Parroquia_de_Nuestra_Se%C3%B1ora_de_Guadalupe%2C_Goicoechea%2C_Costa_Rica.jpg,https://commons.wikimedia.org/wiki/File%3ATabebuia%20rosea%20%28debajo%29%20en%20la%20Parroquia%20de%20Nuestra%20Se%C3%B1ora%20de%20Guadalupe%2C%20Goicoechea%2C%20Costa%20Rica.jpg
Tagetes 'Ground Control',,,,
Tagetes erecta,PD,Saturnino Herrán (1887 - 1918) – painter (Mexican),https://upload.wikimedia.org/wikipedia/commons/d/df/Saturnino_Herr%C3%A1n_-_The_offering_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File%3ASaturnino%20Herr%C3%A1n%20-%20The%20offering%20-%20Google%20Art%20Project.jpg
Tagetes lucida 'Anisata',,,,
Tagetes lucida,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/9/9f/Tagetes_lucida_-_Bergianska_tr%C3%A4dg%C3%A5rden_-_Stockholm%2C_Sweden_-_DSC00157.JPG,https://commons.wikimedia.org/wiki/File%3ATagetes%20lucida%20-%20Bergianska%20tr%C3%A4dg%C3%A5rden%20-%20Stockholm%2C%20Sweden%20-%20DSC00157.JPG
Tagetes patula,PD,George_Chernilevsky,https://upload.wikimedia.org/wikipedia/commons/1/1f/French_marigold_garden_2009_G1.jpg,https://commons.wikimedia.org/wiki/File%3AFrench%20marigold%20garden%202009%20G1.jpg
Tagetes tenuifolia 'Golden Gem',,,,
Talinum paniculatum,CC0,Hardyplantsaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/c/ce/Talinum_paniculatum.jpg,https://commons.wikimedia.org/wiki/File%3ATalinum%20paniculatum.jpg
Tamarindus indica,PD,Nikolaus Joseph Jacquin,https://upload.wikimedia.org/wikipedia/commons/d/dd/Tamarindus_indica_1763_N_J_Jacquin.jpg,https://commons.wikimedia.org/wiki/File%3ATamarindus%20indica%201763%20N%20J%20Jacquin.jpg
Tamarix chinensis,PD,U.S. Fish and Wildlife Service Headquarters,https://upload.wikimedia.org/wikipedia/commons/9/96/Bitter_Lake_Refuge%2C_NM_%285169475301%29.jpg,https://commons.wikimedia.org/wiki/File%3ABitter%20Lake%20Refuge%2C%20NM%20%285169475301%29.jpg
Tamarix parviflora,PD,Javier_martin,https://upload.wikimedia.org/wikipedia/commons/7/74/Tamarix_tetrandra_FlowersCloseup_ParquedelasDunasTorrelaMata.jpg,https://commons.wikimedia.org/wiki/File%3ATamarix%20tetrandra%20FlowersCloseup%20ParquedelasDunasTorrelaMata.jpg
Tamarix ramosissima,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/b/b1/Tamarix_ramosissima_%27Pink_Cascade%27_-_Stanley_M._Rowe_Arboretum_-_DSC03439.JPG,https://commons.wikimedia.org/wiki/File%3ATamarix%20ramosissima%20%27Pink%20Cascade%27%20-%20Stanley%20M.%20Rowe%20Arboretum%20-%20DSC03439.JPG
Tamarix tetrandra,PD,Tsnena,https://upload.wikimedia.org/wikipedia/commons/2/21/Tamarix_tetrandra.jpg,https://commons.wikimedia.org/wiki/File%3ATamarix%20tetrandra.jpg
Tanacetum balsamita,CC0,Downtowngal,https://upload.wikimedia.org/wikipedia/commons/d/d8/Costmary_Getty_Villa.jpg,https://commons.wikimedia.org/wiki/File%3ACostmary%20Getty%20Villa.jpg
Tanacetum coccineum,PD,Köhler's Medizinal-Pflanzen,https://upload.wikimedia.org/wikipedia/commons/4/40/Tanacetum_cinerariifolium_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-269.jpg,https://commons.wikimedia.org/wiki/File%3ATanacetum%20cinerariifolium%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-269.jpg
Tanacetum parthenium,PD,Roman Köhler,https://upload.wikimedia.org/wikipedia/commons/4/46/Tanacetum_parthenium_P6244204.jpg,https://commons.wikimedia.org/wiki/File%3ATanacetum%20parthenium%20P6244204.jpg
Tanacetum vulgare,CC0,jane023,https://upload.wikimedia.org/wikipedia/commons/4/4f/Tanacetum_vulgare_55075550.jpg,https://commons.wikimedia.org/wiki/File%3ATanacetum%20vulgare%2055075550.jpg
