scientific_name,license,author,image_url,wikimedia_page
Chenopodium capitatum,PD,Thiotrix,https://upload.wikimedia.org/wikipedia/commons/f/f8/Illustration_Blitum_capitatum0_clean.JPG,https://commons.wikimedia.org/wiki/File%3AIllustration%20Blitum%20capitatum0%20clean.JPG
Chenopodium quinoa,PD,Maurice Chédel,https://upload.wikimedia.org/wikipedia/commons/e/e2/Quinua.JPG,https://commons.wikimedia.org/wiki/File%3AQuinua.JPG
Chimonanthus praecox,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/a/a4/Chimonanthus_praecox_-_Koishikawa_gardens.jpg,https://commons.wikimedia.org/wiki/File%3AChimonanthus%20praecox%20-%20Koishikawa%20gardens.jpg
Chionanthus retusus,,,,
Chionodoxa forbesii,PD,Leo Michels,https://upload.wikimedia.org/wikipedia/commons/c/cd/Chionodoxa_luciliae_blossoms_and_buds.jpg,https://commons.wikimedia.org/wiki/File%3AChionodoxa%20luciliae%20blossoms%20and%20buds.jpg
Chirita tamiana,,,,
Chlorophytum bichetii,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/f/fa/Chlorophytum_laxum_%28Chlorophytum_bichetii%29_-_Flora_park_-_Cologne%2C_Germany_-_DSC00701.jpg,https://commons.wikimedia.org/wiki/File%3AChlorophytum%20laxum%20%28Chlorophytum%20bichetii%29%20-%20Flora%20park%20-%20Cologne%2C%20Germany%20-%20DSC00701.jpg
Chlorophytum comosum 'green',,,,
Chlorophytum comosum 'Variegatum',PD,Neelix,https://upload.wikimedia.org/wikipedia/commons/a/a2/Littleflower.jpg,https://commons.wikimedia.org/wiki/File%3ALittleflower.jpg
Chlorophytum comosum,CC0,Chernitsky,https://upload.wikimedia.org/wikipedia/commons/7/7e/%D0%A1%D0%B5%D0%BC%D1%8F_%D1%85%D0%BB%D0%BE%D1%80%D0%BE%D1%84%D0%B8%D1%82%D1%83%D0%BC%D0%B0_%D1%85%D0%BE%D1%85%D0%BB%D0%B0%D1%82%D0%BE%D0%B3%D0%BE_%D0%BF%D0%BE%D0%B4_%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D0%BE%D0%BC.jpg,https://commons.wikimedia.org/wiki/File%3A%D0%A1%D0%B5%D0%BC%D1%8F%20%D1%85%D0%BB%D0%BE%D1%80%D0%BE%D1%84%D0%B8%D1%82%D1%83%D0%BC%D0%B0%20%D1%85%D0%BE%D1%85%D0%BB%D0%B0%D1%82%D0%BE%D0%B3%D0%BE%20%D0%BF%D0%BE%D0%B4%20%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D0%BE%D0%BC.jpg
Chondropetalum tectorum,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/3/38/Elegia_tectorum_%28Chondropetalum_tectorum%29_-_Leaning_Pine_Arboretum_-_DSC05683.JPG,https://commons.wikimedia.org/wiki/File%3AElegia%20tectorum%20%28Chondropetalum%20tectorum%29%20-%20Leaning%20Pine%20Arboretum%20-%20DSC05683.JPG
Chrysanthemum carinatum,PD,Oceancetaceen,https://upload.wikimedia.org/wikipedia/commons/b/bd/Ismelia_carinata.jpg,https://commons.wikimedia.org/wiki/File%3AIsmelia%20carinata.jpg
Chrysanthemum coccineum,PD,Köhler's Medizinal-Pflanzen,https://upload.wikimedia.org/wikipedia/commons/4/40/Tanacetum_cinerariifolium_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-269.jpg,https://commons.wikimedia.org/wiki/File%3ATanacetum%20cinerariifolium%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-269.jpg
Chrysanthemum indicum,PD,Post of Albania,https://upload.wikimedia.org/wikipedia/commons/b/b8/Stamp_of_Albania_-_1967_-_Colnect_136607_-_Indian_chrysanthemum_Chrysanthemum_indicum.jpeg,https://commons.wikimedia.org/wiki/File%3AStamp%20of%20Albania%20-%201967%20-%20Colnect%20136607%20-%20Indian%20chrysanthemum%20Chrysanthemum%20indicum.jpeg
Chrysanthemum lavandulifolium,,,,
Chrysanthemum morifolium,PD,%E6%B1%A0%E7%94%B0%E6%AD%A3%E6%A8%B9,https://upload.wikimedia.org/wikipedia/commons/a/a1/Chrysanthemum_morifolium_08NOV.jpg,https://commons.wikimedia.org/wiki/File%3AChrysanthemum%20morifolium%2008NOV.jpg
Chrysanthemum nipponicum,,,,
Chrysogonum virginianum,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/e/e4/Chrysogonum_virginianum_var._brevistolon_-_Garden_in_the_Woods_-_Massachusetts.jpg,https://commons.wikimedia.org/wiki/File%3AChrysogonum%20virginianum%20var.%20brevistolon%20-%20Garden%20in%20the%20Woods%20-%20Massachusetts.jpg
Chrysopogon zizanioides,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/1/15/Vetiveria_zizanioides0.jpg,https://commons.wikimedia.org/wiki/File%3AVetiveria%20zizanioides0.jpg
Cicer arietinum,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/3/3d/Chickpea.jpg,https://commons.wikimedia.org/wiki/File%3AChickpea.jpg
Cichorium endivia,PD,Pearson Scott Foresman,https://upload.wikimedia.org/wikipedia/commons/e/eb/Endive_%28PSF%29.png,https://commons.wikimedia.org/wiki/File%3AEndive%20%28PSF%29.png
Cinnamomum bodinieri,,,,
Cinnamomum camphora,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/d/de/Starr_010419_0038_cinnamomum_camphora.jpg,https://commons.wikimedia.org/wiki/File%3AStarr%20010419%200038%20cinnamomum%20camphora.jpg
Cinnamomum kotoense,,,,
Cinnamomum zeylanicum,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/e/e1/Cinnamomum_verum1.jpg,https://commons.wikimedia.org/wiki/File%3ACinnamomum%20verum1.jpg
Cirsium japonicum Fisch.,,,,
Cirsium japonicum,PD,pcs34560,https://upload.wikimedia.org/wikipedia/commons/3/38/%E3%83%8E%E3%82%A2%E3%82%B6%E3%83%9F%E3%81%AE%E8%8A%B1%E5%86%A0%E9%83%A8%E3%81%AE%E3%82%A2%E3%83%83%E3%83%97%E3%80%82%E5%85%AB%E5%B3%B6%E3%81%8C%E5%8E%9F%E6%B9%BF%E5%8E%9F%E3%81%A7%E6%92%AE%E5%BD%B1_Pcs34560_IMG4198.jpg,https://commons.wikimedia.org/wiki/File%3A%E3%83%8E%E3%82%A2%E3%82%B6%E3%83%9F%E3%81%AE%E8%8A%B1%E5%86%A0%E9%83%A8%E3%81%AE%E3%82%A2%E3%83%83%E3%83%97%E3%80%82%E5%85%AB%E5%B3%B6%E3%81%8C%E5%8E%9F%E6%B9%BF%E5%8E%9F%E3%81%A7%E6%92%AE%E5%BD%B1%20Pcs34560%20IMG4198.jpg
Cirsium vulgare,PD,Jebulon,https://upload.wikimedia.org/wikipedia/commons/8/84/Cirses_sierra_nevada.jpg,https://commons.wikimedia.org/wiki/File%3ACirses%20sierra%20nevada.jpg
Cissus antarctica,PD,Poyt448,https://upload.wikimedia.org/wikipedia/commons/f/fe/Podocarpus_elatus_on_sand.JPG,https://commons.wikimedia.org/wiki/File%3APodocarpus%20elatus%20on%20sand.JPG
Cissus kerrii,,,,
Cissus rhombifolia,CC0,Alex_Khimich,https://upload.wikimedia.org/wikipedia/commons/8/83/%D0%A6%D0%B8%D1%81%D1%83%D1%81_%D1%80%D0%BE%D0%BC%D0%B1%D0%BE%D0%BB%D0%B8%D1%81%D1%82%D0%BD%D0%B8%D0%B9_%28Cissus_rhombifolia%29_%D0%9A%D1%96%D0%BC%D0%BD%D0%B0%D1%82%D0%BD%D1%96_%D1%80%D0%BE%D1%81%D0%BB%D0%B8%D0%BD%D0%B8.jpg,https://commons.wikimedia.org/wiki/File%3A%D0%A6%D0%B8%D1%81%D1%83%D1%81%20%D1%80%D0%BE%D0%BC%D0%B1%D0%BE%D0%BB%D0%B8%D1%81%D1%82%D0%BD%D0%B8%D0%B9%20%28Cissus%20rhombifolia%29%20%D0%9A%D1%96%D0%BC%D0%BD%D0%B0%D1%82%D0%BD%D1%96%20%D1%80%D0%BE%D1%81%D0%BB%D0%B8%D0%BD%D0%B8.jpg
Cissus sicyoides,,,,
Cistus ladanifer,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/4/4c/Cistus_ladanifer_-_University_of_California_Botanical_Garden_-_DSC08906.JPG,https://commons.wikimedia.org/wiki/File%3ACistus%20ladanifer%20-%20University%20of%20California%20Botanical%20Garden%20-%20DSC08906.JPG
Cistus monspeliensis,PD,Javier_martin,https://upload.wikimedia.org/wikipedia/commons/1/13/Cistus_monspeliensis_FlowerCloseup2_DehesaBoyaldePuertollano.jpg,https://commons.wikimedia.org/wiki/File%3ACistus%20monspeliensis%20FlowerCloseup2%20DehesaBoyaldePuertollano.jpg
Cistus × pulverulentus,,,,
Citru spp.,,,,
Citrullus lanatus,PD,Frans Post,https://upload.wikimedia.org/wikipedia/commons/7/7a/Frans_Post_-_Gezicht_op_Olinda%2C_Brazili%C3%AB.jpg,https://commons.wikimedia.org/wiki/File%3AFrans%20Post%20-%20Gezicht%20op%20Olinda%2C%20Brazili%C3%AB.jpg
Citrus japonica,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/8/82/Kumquat.jpeg,https://commons.wikimedia.org/wiki/File%3AKumquat.jpeg
Cladrastis spp.,,,,
Clarkia pulchella,PD,Unknown author,https://upload.wikimedia.org/wikipedia/commons/e/e3/Clarkia_pulchella.jpg,https://commons.wikimedia.org/wiki/File%3AClarkia%20pulchella.jpg
Clausena lansium,PD,WingkLEE,https://upload.wikimedia.org/wikipedia/commons/3/3a/Clausena_lansium.jpg,https://commons.wikimedia.org/wiki/File%3AClausena%20lansium.jpg
Cleistocactus strausii,PD,Chilepine,https://upload.wikimedia.org/wikipedia/commons/f/f5/Cleistocactus_strausii3.jpg,https://commons.wikimedia.org/wiki/File%3ACleistocactus%20strausii3.jpg
Clematis alpina,PD,Pierre-Joseph Redouté (1759-1840),https://upload.wikimedia.org/wikipedia/commons/e/ef/Atrag%C3%A8ne_des_Alpes.jpg,https://commons.wikimedia.org/wiki/File%3AAtrag%C3%A8ne%20des%20Alpes.jpg
Clematis armandii,PD,M.S.,https://upload.wikimedia.org/wikipedia/commons/b/b1/Clematis_armandi_140-8587.jpg,https://commons.wikimedia.org/wiki/File%3AClematis%20armandi%20140-8587.jpg
Clematis chrysocoma,PD,M.S.,https://upload.wikimedia.org/wikipedia/commons/f/fb/Clematis_chrysocoma_137-8395.jpg,https://commons.wikimedia.org/wiki/File%3AClematis%20chrysocoma%20137-8395.jpg
Clematis cirrhosa,,,,
Clematis flammula,CC0,Goodwin  Company,https://upload.wikimedia.org/wikipedia/commons/2/22/Clemantis_%28Clemantis_Flammula%29%2C_from_the_Flowers_series_for_Old_Judge_Cigarettes_MET_DP822003.jpg,https://commons.wikimedia.org/wiki/File%3AClemantis%20%28Clemantis%20Flammula%29%2C%20from%20the%20Flowers%20series%20for%20Old%20Judge%20Cigarettes%20MET%20DP822003.jpg
Clematis florida,CC0,iNaturalist user: cwarneke,https://upload.wikimedia.org/wikipedia/commons/e/e9/Eriocapitella_japonica.jpg,https://commons.wikimedia.org/wiki/File%3AEriocapitella%20japonica.jpg
Clematis lanuginosa,PD,Jolly_Janner,https://upload.wikimedia.org/wikipedia/commons/7/70/Clematis_%27Nelly_Moser%27.JPG,https://commons.wikimedia.org/wiki/File%3AClematis%20%27Nelly%20Moser%27.JPG
Clematis macropetala,,,,
Clematis montana 'Rubens',PD,Bernard Spragg. NZ,https://upload.wikimedia.org/wikipedia/commons/0/03/Clematis_montana_%27Rubens%27_%2852654871601%29.jpg,https://commons.wikimedia.org/wiki/File%3AClematis%20montana%20%27Rubens%27%20%2852654871601%29.jpg
Clematis montana,CC0,Bernard Spragg. NZ,https://upload.wikimedia.org/wikipedia/commons/c/c2/Clematis_montana_%E2%80%98Elizabeth%E2%80%99_%289991955466%29.jpg,https://commons.wikimedia.org/wiki/File%3AClematis%20montana%20%E2%80%98Elizabeth%E2%80%99%20%289991955466%29.jpg
Clematis napaulensis,PD,"Basu, Baman Das; Kirtikar, Kanhoba Ranchoddas",https://upload.wikimedia.org/wikipedia/commons/7/78/Indian_medicinal_plants_%28Plate_1%29_%287824212592%29.jpg,https://commons.wikimedia.org/wiki/File%3AIndian%20medicinal%20plants%20%28Plate%201%29%20%287824212592%29.jpg
Clematis orientalis,PD,Yuriy75,https://upload.wikimedia.org/wikipedia/commons/4/4b/Clematis_orientalis%3B_Baikonur_03.jpg,https://commons.wikimedia.org/wiki/File%3AClematis%20orientalis%3B%20Baikonur%2003.jpg
Clematis paniculata,PD,Unknown author,https://upload.wikimedia.org/wikipedia/commons/2/20/Emerald_Hours_in_New_Zealand_%281906%29_%C2%B7_Lowth_%C2%B7_192.jpg,https://commons.wikimedia.org/wiki/File%3AEmerald%20Hours%20in%20New%20Zealand%20%281906%29%20%C2%B7%20Lowth%20%C2%B7%20192.jpg
Clematis patens,PD,Va Houtte,https://upload.wikimedia.org/wikipedia/commons/1/19/Clematis_patens_%27Amalia%27.jpg,https://commons.wikimedia.org/wiki/File%3AClematis%20patens%20%27Amalia%27.jpg
Clematis recta,CC0,%D0%90%D0%B8%D0%BC%D0%B0%D0%B8%D0%BD%D0%B0_%D1%85%D0%B8%D0%BA%D0%B0%D1%80%D0%B8,https://upload.wikimedia.org/wikipedia/commons/0/05/Clematis_recta_Kiev3.JPG,https://commons.wikimedia.org/wiki/File%3AClematis%20recta%20Kiev3.JPG
Clematis tangutica,CC0,Evalowyn,https://upload.wikimedia.org/wikipedia/commons/c/cc/Clematistanguticaafterblooming.jpg,https://commons.wikimedia.org/wiki/File%3AClematistanguticaafterblooming.jpg
Clematis terniflora,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/4/48/Clematis_terniflora_2019-09-06_Beechview_01.jpg,https://commons.wikimedia.org/wiki/File%3AClematis%20terniflora%202019-09-06%20Beechview%2001.jpg
Clematis virginiana,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/f/fa/Clematis_virginiana%2C_Montour_Trail%2C_2024-08-20-1.jpg,https://commons.wikimedia.org/wiki/File%3AClematis%20virginiana%2C%20Montour%20Trail%2C%202024-08-20-1.jpg
Clematis vitalba,PD,Malcolm_Morley~commonswikiaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/7/75/Old_man%27s_beard_Clematis_vitalba_seeds.jpg,https://commons.wikimedia.org/wiki/File%3AOld%20man%27s%20beard%20Clematis%20vitalba%20seeds.jpg
Clematis viticella,,,,
Cleome hassleriana,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/f/f3/Fleur57.jpg,https://commons.wikimedia.org/wiki/File%3AFleur57.jpg
Clerodendrum bungei,CC0,Tortie_tude,https://upload.wikimedia.org/wikipedia/commons/9/94/Clerodendrum_bungei_3.jpg,https://commons.wikimedia.org/wiki/File%3AClerodendrum%20bungei%203.jpg
Clerodendrum japonicum,PD,"Bentham-Moxon Trust.; Curtis, William; Curtis's botanical magazine dedications, 1827-1927 : portraits and biographical notes.; Royal Botanic Gardens, Kew.; Stanley Smith Horticultural Trust.",https://upload.wikimedia.org/wikipedia/commons/f/f1/Curtis%27s_botanical_magazine_%28Tab._4485%29_%288411720930%29.jpg,https://commons.wikimedia.org/wiki/File%3ACurtis%27s%20botanical%20magazine%20%28Tab.%204485%29%20%288411720930%29.jpg
Clerodendrum myricoides,,,,
Clerodendrum philippinum 'simplex',,,,
Clerodendrum quadriloculare,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/8/80/Clerodendrum_quadriloculare_-_Hong_Kong_Park_Conservatory_-_IMG_9811.JPG,https://commons.wikimedia.org/wiki/File%3AClerodendrum%20quadriloculare%20-%20Hong%20Kong%20Park%20Conservatory%20-%20IMG%209811.JPG
Clerodendrum thomsoniae,CC0,Kryesmin,https://upload.wikimedia.org/wikipedia/commons/b/b1/Bleeding-heart_vine_in_Bangladesh_01.jpg,https://commons.wikimedia.org/wiki/File%3ABleeding-heart%20vine%20in%20Bangladesh%2001.jpg
Clerodendrum trichotomum,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/f/f7/20130817Clerodendrum_trichotomum2.jpg,https://commons.wikimedia.org/wiki/File%3A20130817Clerodendrum%20trichotomum2.jpg
Clethra alnifolia,PD,"Steve Hurst. Provided by ARS Systematic Botany and Mycology Laboratory. United States, Pennsylvania, Philadelphia Co., Philadelphia.",https://upload.wikimedia.org/wikipedia/commons/9/9c/Clethra_alnifolia_seed_%2801%29.jpg,https://commons.wikimedia.org/wiki/File%3AClethra%20alnifolia%20seed%20%2801%29.jpg
Clethra barbinervis,PD,Masebrock,https://upload.wikimedia.org/wikipedia/commons/c/cf/Clethra_barbinervis.jpg,https://commons.wikimedia.org/wiki/File%3AClethra%20barbinervis.jpg
Clianthus puniceus,PD,Hans_B.~commonswikiaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/2/27/Clianthus_puniceus1.jpg,https://commons.wikimedia.org/wiki/File%3AClianthus%20puniceus1.jpg
Clitoria ternatea,CC0,Wilfredor,https://upload.wikimedia.org/wikipedia/commons/5/57/Clitoria_ternatea.jpg,https://commons.wikimedia.org/wiki/File%3AClitoria%20ternatea.jpg
Clivia miniata,CC0,Leo_Michels,https://upload.wikimedia.org/wikipedia/commons/0/05/Clivia_miniata_IP0903001.jpg,https://commons.wikimedia.org/wiki/File%3AClivia%20miniata%20IP0903001.jpg
Clusia rosea,CC0,Forestowlet,https://upload.wikimedia.org/wikipedia/commons/7/70/Clusia_rosea_007.jpg,https://commons.wikimedia.org/wiki/File%3AClusia%20rosea%20007.jpg
Cobaea scandens,CC0,Dinkum,https://upload.wikimedia.org/wikipedia/commons/9/93/Flower_and_insect_in_park.jpg,https://commons.wikimedia.org/wiki/File%3AFlower%20and%20insect%20in%20park.jpg
Coccoloba uvifera,CC0,Wilfredor,https://upload.wikimedia.org/wikipedia/commons/6/64/Uva_de_playa_%28Coccoloba_uvifera%29_unsharp.jpg,https://commons.wikimedia.org/wiki/File%3AUva%20de%20playa%20%28Coccoloba%20uvifera%29%20unsharp.jpg
Cocculus laurifolius,PD,Tangopaso,https://upload.wikimedia.org/wikipedia/commons/f/f5/Cocculus_laurifolius_%28Orangeraie%29.jpg,https://commons.wikimedia.org/wiki/File%3ACocculus%20laurifolius%20%28Orangeraie%29.jpg
Cocculus orbiculatus,,,,
Cocos nucifera,PD,Köhler's Medizinal-Pflanzen,https://upload.wikimedia.org/wikipedia/commons/3/32/Cocos_nucifera_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-187.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-187.jpg
Codariocalyx motorius,PD,Paul Hermann Wilhelm Taubert (1862-1897),https://upload.wikimedia.org/wikipedia/commons/3/39/Codariocalyx_motorius_Taub39.png,https://commons.wikimedia.org/wiki/File%3ACodariocalyx%20motorius%20Taub39.png
Codiaeum variegatum,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/d/de/Codiaeum_variegatum_%27Majesticum%27_-_McKee_Botanical_Garden_-_Vero_Beach%2C_Florida_-_DSC03175.jpg,https://commons.wikimedia.org/wiki/File%3ACodiaeum%20variegatum%20%27Majesticum%27%20-%20McKee%20Botanical%20Garden%20-%20Vero%20Beach%2C%20Florida%20-%20DSC03175.jpg
Coffea arabica,CC0,Obsidian_Soul,https://upload.wikimedia.org/wikipedia/commons/b/b3/Pinkish_flowers%2C_local_arabica_coffee_cultivar%2C_Bukidnon%2C_Philippines.jpg,https://commons.wikimedia.org/wiki/File%3APinkish%20flowers%2C%20local%20arabica%20coffee%20cultivar%2C%20Bukidnon%2C%20Philippines.jpg
Coffea liberica,PD,"WOHLTMANN, Ferdinand (1857-1919)",https://upload.wikimedia.org/wikipedia/commons/8/8a/WOHLTMANN%281904%29_p112_-_5-j%C3%A4hriger_Liberia-Kaffee-Busch.jpg,https://commons.wikimedia.org/wiki/File%3AWOHLTMANN%281904%29%20p112%20-%205-j%C3%A4hriger%20Liberia-Kaffee-Busch.jpg
Colocasia esculenta,CC0,Fumikas_Sagisavas,https://upload.wikimedia.org/wikipedia/commons/b/be/Taro_sold_in_supermarkets.jpg,https://commons.wikimedia.org/wiki/File%3ATaro%20sold%20in%20supermarkets.jpg
Commelinaceae,CC0,J.Doniyorovichaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/a/a5/Pallida.jpg,https://commons.wikimedia.org/wiki/File%3APallida.jpg
Comptonia peregrina,PD,USFWS BES (Britt Slattery),https://upload.wikimedia.org/wikipedia/commons/2/20/Comptonia-peregrina-USFWS-B.jpg,https://commons.wikimedia.org/wiki/File%3AComptonia-peregrina-USFWS-B.jpg
Conophytum bilobum,CC0,S_Moltenoaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/4/4f/Conophytum_bilobum_-_RSA_5.jpg,https://commons.wikimedia.org/wiki/File%3AConophytum%20bilobum%20-%20RSA%205.jpg
Conophytum burgeri,CC0,Abu_Shawkaaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/2/2f/Conophytum_burgeri_-_RSA_5.jpg,https://commons.wikimedia.org/wiki/File%3AConophytum%20burgeri%20-%20RSA%205.jpg
Conophytum calculus,CC0,Abu_Shawkaaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/b/be/Conophytum_calculus_-_Namaqualand_-_South_Africa_4.jpg,https://commons.wikimedia.org/wiki/File%3AConophytum%20calculus%20-%20Namaqualand%20-%20South%20Africa%204.jpg
Conophytum pellucidum,,,,
Conophytum ratum,,,,
Conophytum spp.,,,,
Conophytum vanzylii,,,,
Convallaria majalis,CC0,Syced,https://upload.wikimedia.org/wikipedia/commons/b/b3/8_mai_2008%2C_muguet_dans_une_maison_%C3%A0_Tr%C3%A9gastel.jpg,https://commons.wikimedia.org/wiki/File%3A8%20mai%202008%2C%20muguet%20dans%20une%20maison%20%C3%A0%20Tr%C3%A9gastel.jpg
Convolvulus althaeoides,PD,Giuseppe Frizzi,https://upload.wikimedia.org/wikipedia/commons/4/4c/Dettaglio_-_Convolvulaceae_Convolvulus_altheoides_L._-_Erbario_Frizzi_Perugia_n._192.jpg,https://commons.wikimedia.org/wiki/File%3ADettaglio%20-%20Convolvulaceae%20Convolvulus%20altheoides%20L.%20-%20Erbario%20Frizzi%20Perugia%20n.%20192.jpg
Convolvulus cneorum,PD,Giuseppe Frizzi,https://upload.wikimedia.org/wikipedia/commons/9/95/Dettaglio_-_Convolvulaceae_Convolvulus_cneorum_L._-_Erbario_Frizzi_Perugia_G._2726.jpg,https://commons.wikimedia.org/wiki/File%3ADettaglio%20-%20Convolvulaceae%20Convolvulus%20cneorum%20L.%20-%20Erbario%20Frizzi%20Perugia%20G.%202726.jpg
Convolvulus sabatius,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/f/ff/Convolvulussabatius-bluecasbah1.jpg,https://commons.wikimedia.org/wiki/File%3AConvolvulussabatius-bluecasbah1.jpg
Convolvulus tricolor,PD,anonymous,https://upload.wikimedia.org/wikipedia/commons/2/2c/Jard%C3%ADn_con_flores_y_frutas.jpg,https://commons.wikimedia.org/wiki/File%3AJard%C3%ADn%20con%20flores%20y%20frutas.jpg
Copiapoa cinerea,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/6/69/Copiapoa_cinerea_-_Botanischer_Garten%2C_Dresden%2C_Germany_-_DSC08849.JPG,https://commons.wikimedia.org/wiki/File%3ACopiapoa%20cinerea%20-%20Botanischer%20Garten%2C%20Dresden%2C%20Germany%20-%20DSC08849.JPG
Cordia sebestena,PD,Dr.S.Soundarapandian,https://upload.wikimedia.org/wikipedia/commons/1/1a/%E0%AE%85%E0%AE%9A%E0%AF%8D%E0%AE%9A%E0%AE%BF_%E0%AE%A8%E0%AE%B1%E0%AF%81%E0%AE%B5%E0%AE%BF%E0%AE%B2%E0%AE%BF3.jpg,https://commons.wikimedia.org/wiki/File%3A%E0%AE%85%E0%AE%9A%E0%AF%8D%E0%AE%9A%E0%AE%BF%20%E0%AE%A8%E0%AE%B1%E0%AF%81%E0%AE%B5%E0%AE%BF%E0%AE%B2%E0%AE%BF3.jpg
Cordyline australis,PD,Kahuroa,https://upload.wikimedia.org/wikipedia/commons/d/df/CordylineAustralis.jpg,https://commons.wikimedia.org/wiki/File%3ACordylineAustralis.jpg
Cordyline fruticosa,,,,
Cordyline indivisa,PD,sarang,https://upload.wikimedia.org/wikipedia/commons/5/5a/Mountain_cabbage_in_bloom.jpg,https://commons.wikimedia.org/wiki/File%3AMountain%20cabbage%20in%20bloom.jpg
Coreopsis auriculata,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/1/1e/Coreopsis_auriculata_FWS-1.jpg,https://commons.wikimedia.org/wiki/File%3ACoreopsis%20auriculata%20FWS-1.jpg
Coreopsis grandiflora,PD,Alois Lunzer (1840-?),https://upload.wikimedia.org/wikipedia/commons/5/5d/Alois_Lunzer04.jpg,https://commons.wikimedia.org/wiki/File%3AAlois%20Lunzer04.jpg
Coreopsis lanceolata,PD,"Lounsberry, Alice.; Rowan, Marian Ellis Ryan",https://upload.wikimedia.org/wikipedia/commons/b/bd/A_guide_to_the_wild_flowers_%28Plate_CXLVIII%29_BHL23798555.jpg,https://commons.wikimedia.org/wiki/File%3AA%20guide%20to%20the%20wild%20flowers%20%28Plate%20CXLVIII%29%20BHL23798555.jpg
Coreopsis rosea,CC0,Dan Keck,https://upload.wikimedia.org/wikipedia/commons/a/a8/Coreopsis_rosea_-_Satin_%26_Lace_Red_Tapestry_%2842810746234%29.jpg,https://commons.wikimedia.org/wiki/File%3ACoreopsis%20rosea%20-%20Satin%20%26%20Lace%20Red%20Tapestry%20%2842810746234%29.jpg
Coreopsis verticillata,PD,Sebastian_Wallroth,https://upload.wikimedia.org/wikipedia/commons/d/dd/Netzblattstern_001.jpg,https://commons.wikimedia.org/wiki/File%3ANetzblattstern%20001.jpg
Coriandrum sativum,PD,Köhler's Medizinal-Pflanzen,https://upload.wikimedia.org/wikipedia/commons/1/13/Coriandrum_sativum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-193.jpg,https://commons.wikimedia.org/wiki/File%3ACoriandrum%20sativum%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-193.jpg
Cornus alba 'Bud's yellow',,,,
Cornus alba,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/1/13/20140307Cornus_alba1.jpg,https://commons.wikimedia.org/wiki/File%3A20140307Cornus%20alba1.jpg
Cornus alternifolia,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/6/65/Cornus_alternifolia_-_Krauss.jpg,https://commons.wikimedia.org/wiki/File%3ACornus%20alternifolia%20-%20Krauss.jpg
Cornus canadensis,CC0,Extemporalist,https://upload.wikimedia.org/wikipedia/commons/a/a8/Dogwood_Bunchberries_in_a_bog_on_Kaien_Island.png,https://commons.wikimedia.org/wiki/File%3ADogwood%20Bunchberries%20in%20a%20bog%20on%20Kaien%20Island.png
Cornus controversa,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/f/f8/Cornus_controversa_%27variegata%27_-_NBGB_-_IMG_4246.JPG,https://commons.wikimedia.org/wiki/File%3ACornus%20controversa%20%27variegata%27%20-%20NBGB%20-%20IMG%204246.JPG
Cornus florida,PD,"Britton, Elizabeth G.",https://upload.wikimedia.org/wikipedia/commons/7/73/Wild_plants_needing_protection_%28Plate_CXX%29_BHL11447722.jpg,https://commons.wikimedia.org/wiki/File%3AWild%20plants%20needing%20protection%20%28Plate%20CXX%29%20BHL11447722.jpg
